Technique_ID,Technique_Name,Sector,Count_Unique_Sources,Sample_Sources
T1571,Non-Standard Port,Energy/Utilities,7,KV Botnet Activity(campaign); Indian Critical Infrastructure Intrusions(campaign); Operation Wocao(campaign); FIN7(intrusion-set); Sandworm Team(intrusion-set)
T1571,Non-Standard Port,Finance,13,Operation Wocao(campaign); FIN7(intrusion-set); DarkVishnya(intrusion-set); APT-C-36(intrusion-set); Silence(intrusion-set)
T1571,Non-Standard Port,Government/Public,12,Operation Wocao(campaign); APT32(intrusion-set); Sandworm Team(intrusion-set); Ember Bear(intrusion-set); APT-C-36(intrusion-set)
T1571,Non-Standard Port,Healthcare,1,FIN7(intrusion-set)
T1571,Non-Standard Port,Manufacturing/Industrial,3,APT-C-36(intrusion-set); Bankshot(malware); BendyBear(malware)
T1571,Non-Standard Port,Retail/Consumer,5,C0018(campaign); Operation Wocao(campaign); FIN7(intrusion-set); Rocke(intrusion-set); TrickBot(malware)
T1571,Non-Standard Port,Technology/IT,1,WIRTE(intrusion-set)
T1571,Non-Standard Port,Telecom,3,KV Botnet Activity(campaign); Ember Bear(intrusion-set); PingPull(malware)
T1571,Non-Standard Port,Transportation/Logistics,10,Indian Critical Infrastructure Intrusions(campaign); Operation Wocao(campaign); FIN7(intrusion-set); APT-C-36(intrusion-set); Lazarus Group(intrusion-set)
T1572,Protocol Tunneling,Energy/Utilities,4,2022 Ukraine Electric Power Attack(campaign); OilRig(intrusion-set); Fox Kitten(intrusion-set); Industroyer(malware)
T1572,Protocol Tunneling,Finance,9,Cutting Edge(campaign); C0027(campaign); CostaRicto(campaign); FIN6(intrusion-set); OilRig(intrusion-set)
T1572,Protocol Tunneling,Government/Public,8,Cutting Edge(campaign); OilRig(intrusion-set); Leviathan(intrusion-set); Cinnamon Tempest(intrusion-set); Ember Bear(intrusion-set)
T1572,Protocol Tunneling,Healthcare,4,FIN6(intrusion-set); Leviathan(intrusion-set); Fox Kitten(intrusion-set); FIN13(intrusion-set)
T1572,Protocol Tunneling,Manufacturing/Industrial,8,Cutting Edge(campaign); OilRig(intrusion-set); Leviathan(intrusion-set); Fox Kitten(intrusion-set); Uroburos(malware)
T1572,Protocol Tunneling,Retail/Consumer,5,FIN6(intrusion-set); FIN13(intrusion-set); Cobalt Strike(malware); FRP(tool); Mythic(tool)
T1572,Protocol Tunneling,Technology/IT,2,Cutting Edge(campaign); Fox Kitten(intrusion-set)
T1572,Protocol Tunneling,Telecom,5,Cutting Edge(campaign); C0027(campaign); Salt Typhoon(intrusion-set); OilRig(intrusion-set); Ember Bear(intrusion-set)
T1572,Protocol Tunneling,Transportation/Logistics,4,Leviathan(intrusion-set); Chimera(intrusion-set); Cobalt Group(intrusion-set); FRP(tool)
T1573,Encrypted Channel,Education,1,APT29(intrusion-set)
T1573,Encrypted Channel,Energy/Utilities,2,KV Botnet Activity(campaign); BITTER(intrusion-set)
T1573,Encrypted Channel,Finance,3,Emotet(malware); Chaes(malware); Cryptoistic(malware)
T1573,Encrypted Channel,Government/Public,4,Tropic Trooper(intrusion-set); BITTER(intrusion-set); APT29(intrusion-set); Magic Hound(intrusion-set)
T1573,Encrypted Channel,Healthcare,1,Tropic Trooper(intrusion-set)
T1573,Encrypted Channel,Manufacturing/Industrial,1,APT29(intrusion-set)
T1573,Encrypted Channel,Retail/Consumer,3,APT29(intrusion-set); Chaes(malware); Lizar(malware)
T1573,Encrypted Channel,Telecom,1,KV Botnet Activity(campaign)
T1573,Encrypted Channel,Transportation/Logistics,2,Tropic Trooper(intrusion-set); APT29(intrusion-set)
T1573.001,Symmetric Cryptography,Education,1,Bandook(malware)
T1573.001,Symmetric Cryptography,Energy/Utilities,10,MuddyWater(intrusion-set); APT33(intrusion-set); GreyEnergy(malware); RDAT(malware); Bandook(malware)
T1573.001,Symmetric Cryptography,Finance,13,RedCurl(intrusion-set); TrickBot(malware); Bumblebee(malware); Sardonic(malware); Emotet(malware)
T1573.001,Symmetric Cryptography,Government/Public,25,Operation Dream Job(campaign); MuddyWater(intrusion-set); Mustang Panda(intrusion-set); ZIRCONIUM(intrusion-set); Higaisa(intrusion-set)
T1573.001,Symmetric Cryptography,Healthcare,2,Bandook(malware); Bazar(malware)
T1573.001,Symmetric Cryptography,Manufacturing/Industrial,9,BRONZE BUTLER(intrusion-set); Torisma(malware); Stuxnet(malware); Mafalda(malware); TAINTEDSCRIBE(malware)
T1573.001,Symmetric Cryptography,Retail/Consumer,10,Volt Typhoon(intrusion-set); TrickBot(malware); Ninja(malware); Bumblebee(malware); InvisiMole(malware)
T1573.001,Symmetric Cryptography,Technology/IT,3,Volt Typhoon(intrusion-set); BRONZE BUTLER(intrusion-set); IceApple(malware)
T1573.001,Symmetric Cryptography,Telecom,4,MuddyWater(intrusion-set); PingPull(malware); RDAT(malware); FALLCHILL(malware)
T1573.001,Symmetric Cryptography,Transportation/Logistics,14,APT28(intrusion-set); Lazarus Group(intrusion-set); Stuxnet(malware); KEYMARBLE(malware); TSCookie(malware)
T1573.002,Asymmetric Cryptography,Education,1,C0021(campaign)
T1573.002,Asymmetric Cryptography,Energy/Utilities,10,Indian Critical Infrastructure Intrusions(campaign); C0021(campaign); Operation Wocao(campaign); OilRig(intrusion-set); GreyEnergy(malware)
T1573.002,Asymmetric Cryptography,Finance,17,Operation Wocao(campaign); FIN6(intrusion-set); OilRig(intrusion-set); RedCurl(intrusion-set); Cobalt Group(intrusion-set)
T1573.002,Asymmetric Cryptography,Government/Public,12,C0021(campaign); Operation Wocao(campaign); TA2541(intrusion-set); OilRig(intrusion-set); Tropic Trooper(intrusion-set)
T1573.002,Asymmetric Cryptography,Healthcare,5,C0021(campaign); FIN6(intrusion-set); Tropic Trooper(intrusion-set); FIN8(intrusion-set); Bazar(malware)
T1573.002,Asymmetric Cryptography,Manufacturing/Industrial,7,TA2541(intrusion-set); OilRig(intrusion-set); Uroburos(malware); Bazar(malware); REvil(malware)
T1573.002,Asymmetric Cryptography,Retail/Consumer,13,APT41 DUST(campaign); Operation Wocao(campaign); FIN6(intrusion-set); FIN8(intrusion-set); BADHATCH(malware)
T1573.002,Asymmetric Cryptography,Technology/IT,2,FIN8(intrusion-set); BADHATCH(malware)
T1573.002,Asymmetric Cryptography,Telecom,4,Versa Director Zero Day Exploitation(campaign); OilRig(intrusion-set); Mispadu(malware); Pay2Key(malware)
T1573.002,Asymmetric Cryptography,Transportation/Logistics,13,Indian Critical Infrastructure Intrusions(campaign); APT41 DUST(campaign); Operation Wocao(campaign); TA2541(intrusion-set); Tropic Trooper(intrusion-set)
T1574,Hijack Execution Flow,Finance,1,Dtrack(malware)
T1574,Hijack Execution Flow,Government/Public,3,C0017(campaign); COATHANGER(malware); ShimRat(malware)
T1574,Hijack Execution Flow,Manufacturing/Industrial,1,Dtrack(malware)
T1574.001,DLL,Education,5,APT41(intrusion-set); menuPass(intrusion-set); Tonto Team(intrusion-set); Earth Lusca(intrusion-set); APT19(intrusion-set)
T1574.001,DLL,Energy/Utilities,6,menuPass(intrusion-set); MuddyWater(intrusion-set); Tonto Team(intrusion-set); Threat Group-3390(intrusion-set); APT19(intrusion-set)
T1574.001,DLL,Finance,20,GALLIUM(intrusion-set); APT41(intrusion-set); Evilnum(intrusion-set); menuPass(intrusion-set); Storm-1811(intrusion-set)
T1574.001,DLL,Government/Public,24,SideCopy(intrusion-set); GALLIUM(intrusion-set); APT3(intrusion-set); Patchwork(intrusion-set); menuPass(intrusion-set)
T1574.001,DLL,Healthcare,6,APT41(intrusion-set); menuPass(intrusion-set); Tropic Trooper(intrusion-set); Tonto Team(intrusion-set); FIN13(intrusion-set)
T1574.001,DLL,Manufacturing/Industrial,8,Operation CuckooBees(campaign); menuPass(intrusion-set); Aquatic Panda(intrusion-set); BRONZE BUTLER(intrusion-set); Daggerfly(intrusion-set)
T1574.001,DLL,Retail/Consumer,7,APT41 DUST(campaign); APT41(intrusion-set); FIN13(intrusion-set); Ninja(malware); InvisiMole(malware)
T1574.001,DLL,Technology/IT,8,Operation CuckooBees(campaign); APT41(intrusion-set); menuPass(intrusion-set); Aquatic Panda(intrusion-set); BRONZE BUTLER(intrusion-set)
T1574.001,DLL,Telecom,8,GALLIUM(intrusion-set); APT41(intrusion-set); MuddyWater(intrusion-set); Aquatic Panda(intrusion-set); BackdoorDiplomacy(intrusion-set)
T1574.001,DLL,Transportation/Logistics,12,APT41 DUST(campaign); APT41(intrusion-set); menuPass(intrusion-set); Tropic Trooper(intrusion-set); Chimera(intrusion-set)
T1574.004,Dylib Hijacking,Retail/Consumer,1,Empire(tool)
T1574.004,Dylib Hijacking,Transportation/Logistics,1,Empire(tool)
T1574.006,Dynamic Linker Hijacking,Education,1,APT41(intrusion-set)
T1574.006,Dynamic Linker Hijacking,Finance,2,APT41(intrusion-set); Ebury(malware)
T1574.006,Dynamic Linker Hijacking,Government/Public,2,Aquatic Panda(intrusion-set); COATHANGER(malware)
T1574.006,Dynamic Linker Hijacking,Healthcare,1,APT41(intrusion-set)
T1574.006,Dynamic Linker Hijacking,Manufacturing/Industrial,1,Aquatic Panda(intrusion-set)
T1574.006,Dynamic Linker Hijacking,Retail/Consumer,3,APT41(intrusion-set); Rocke(intrusion-set); XCSSET(malware)
T1574.006,Dynamic Linker Hijacking,Technology/IT,2,APT41(intrusion-set); Aquatic Panda(intrusion-set)
T1574.006,Dynamic Linker Hijacking,Telecom,2,APT41(intrusion-set); Aquatic Panda(intrusion-set)
T1574.006,Dynamic Linker Hijacking,Transportation/Logistics,1,APT41(intrusion-set)
T1574.007,Path Interception by PATH Environment Variable,Retail/Consumer,1,Empire(tool)
T1574.007,Path Interception by PATH Environment Variable,Transportation/Logistics,1,Empire(tool)
T1574.008,Path Interception by Search Order Hijacking,Retail/Consumer,1,Empire(tool)
T1574.008,Path Interception by Search Order Hijacking,Transportation/Logistics,1,Empire(tool)
T1574.009,Path Interception by Unquoted Path,Retail/Consumer,1,Empire(tool)
T1574.009,Path Interception by Unquoted Path,Transportation/Logistics,1,Empire(tool)
T1574.010,Services File Permissions Weakness,Energy/Utilities,1,BlackEnergy(malware)
T1574.010,Services File Permissions Weakness,Transportation/Logistics,1,BlackEnergy(malware)
T1574.012,COR_PROFILER,Retail/Consumer,1,DarkTortilla(malware)
T1574.013,KernelCallbackTable,Government/Public,1,FinFisher(malware)
T1574.013,KernelCallbackTable,Transportation/Logistics,2,Lazarus Group(intrusion-set); FinFisher(malware)
T1578.002,Create Cloud Instance,Education,1,LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Finance,2,C0027(campaign); Scattered Spider(intrusion-set)
T1578.002,Create Cloud Instance,Government/Public,1,LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Healthcare,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Manufacturing/Industrial,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Retail/Consumer,1,Scattered Spider(intrusion-set)
T1578.002,Create Cloud Instance,Technology/IT,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1578.002,Create Cloud Instance,Telecom,3,C0027(campaign); Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Education,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Government/Public,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Healthcare,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Manufacturing/Industrial,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Technology/IT,1,LAPSUS$(intrusion-set)
T1578.003,Delete Cloud Instance,Telecom,1,LAPSUS$(intrusion-set)
T1580,Cloud Infrastructure Discovery,Finance,1,Scattered Spider(intrusion-set)
T1580,Cloud Infrastructure Discovery,Healthcare,1,Scattered Spider(intrusion-set)
T1580,Cloud Infrastructure Discovery,Manufacturing/Industrial,1,Scattered Spider(intrusion-set)
T1580,Cloud Infrastructure Discovery,Retail/Consumer,1,Scattered Spider(intrusion-set)
T1580,Cloud Infrastructure Discovery,Technology/IT,1,Scattered Spider(intrusion-set)
T1580,Cloud Infrastructure Discovery,Telecom,1,Scattered Spider(intrusion-set)
T1583,Acquire Infrastructure,Education,1,Kimsuky(intrusion-set)
T1583,Acquire Infrastructure,Energy/Utilities,1,Sandworm Team(intrusion-set)
T1583,Acquire Infrastructure,Finance,1,Indrik Spider(intrusion-set)
T1583,Acquire Infrastructure,Government/Public,5,Kimsuky(intrusion-set); Sandworm Team(intrusion-set); Star Blizzard(intrusion-set); Ember Bear(intrusion-set); Agrius(intrusion-set)
T1583,Acquire Infrastructure,Manufacturing/Industrial,1,Kimsuky(intrusion-set)
T1583,Acquire Infrastructure,Telecom,1,Ember Bear(intrusion-set)
T1583,Acquire Infrastructure,Transportation/Logistics,3,Kimsuky(intrusion-set); Sea Turtle(intrusion-set); Agrius(intrusion-set)
T1583.001,Domains,Education,5,C0021(campaign); C0011(campaign); Kimsuky(intrusion-set); menuPass(intrusion-set); Earth Lusca(intrusion-set)
T1583.001,Domains,Energy/Utilities,12,Operation Dust Storm(campaign); Indian Critical Infrastructure Intrusions(campaign); Operation Spalax(campaign); C0021(campaign); C0010(campaign)
T1583.001,Domains,Finance,11,Operation Dust Storm(campaign); Operation Spalax(campaign); CostaRicto(campaign); APT38(intrusion-set); EXOTIC LILY(intrusion-set)
T1583.001,Domains,Government/Public,31,Operation Dream Job(campaign); Operation Dust Storm(campaign); Operation Spalax(campaign); C0021(campaign); Operation Ghost(campaign)
T1583.001,Domains,Healthcare,6,C0021(campaign); C0010(campaign); EXOTIC LILY(intrusion-set); menuPass(intrusion-set); FIN7(intrusion-set)
T1583.001,Domains,Manufacturing/Industrial,8,SolarWinds Compromise(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set)
T1583.001,Domains,Retail/Consumer,2,FunnyDream(campaign); FIN7(intrusion-set)
T1583.001,Domains,Technology/IT,4,SolarWinds Compromise(campaign); menuPass(intrusion-set); CURIUM(intrusion-set); Threat Group-3390(intrusion-set)
T1583.001,Domains,Telecom,4,SolarWinds Compromise(campaign); OilRig(intrusion-set); Earth Lusca(intrusion-set); HEXANE(intrusion-set)
T1583.001,Domains,Transportation/Logistics,17,Operation Dust Storm(campaign); Indian Critical Infrastructure Intrusions(campaign); Operation Spalax(campaign); SolarWinds Compromise(campaign); C0010(campaign)
T1583.002,DNS Server,Energy/Utilities,1,HEXANE(intrusion-set)
T1583.002,DNS Server,Government/Public,1,Axiom(intrusion-set)
T1583.002,DNS Server,Manufacturing/Industrial,1,Axiom(intrusion-set)
T1583.002,DNS Server,Telecom,1,HEXANE(intrusion-set)
T1583.002,DNS Server,Transportation/Logistics,2,Sea Turtle(intrusion-set); Axiom(intrusion-set)
T1583.003,Virtual Private Server,Education,2,HAFNIUM(intrusion-set); LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Energy/Utilities,3,KV Botnet Activity(campaign); J-magic Campaign(campaign); LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Finance,1,Moonstone Sleet(intrusion-set)
T1583.003,Virtual Private Server,Government/Public,9,ArcaneDoor(campaign); Dragonfly(intrusion-set); HAFNIUM(intrusion-set); Gamaredon Group(intrusion-set); Winter Vivern(intrusion-set)
T1583.003,Virtual Private Server,Healthcare,1,LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Manufacturing/Industrial,4,J-magic Campaign(campaign); Dragonfly(intrusion-set); Axiom(intrusion-set); LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Technology/IT,2,CURIUM(intrusion-set); LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Telecom,3,KV Botnet Activity(campaign); Ember Bear(intrusion-set); LAPSUS$(intrusion-set)
T1583.003,Virtual Private Server,Transportation/Logistics,4,CURIUM(intrusion-set); Sea Turtle(intrusion-set); Axiom(intrusion-set); APT28(intrusion-set)
T1583.004,Server,Education,2,Kimsuky(intrusion-set); Earth Lusca(intrusion-set)
T1583.004,Server,Energy/Utilities,3,Night Dragon(campaign); Operation Wocao(campaign); Sandworm Team(intrusion-set)
T1583.004,Server,Finance,5,Night Dragon(campaign); Operation Wocao(campaign); GALLIUM(intrusion-set); Mustard Tempest(intrusion-set); Earth Lusca(intrusion-set)
T1583.004,Server,Government/Public,6,Operation Dream Job(campaign); Operation Wocao(campaign); GALLIUM(intrusion-set); Kimsuky(intrusion-set); Sandworm Team(intrusion-set)
T1583.004,Server,Manufacturing/Industrial,2,Night Dragon(campaign); Kimsuky(intrusion-set)
T1583.004,Server,Retail/Consumer,1,Operation Wocao(campaign)
T1583.004,Server,Technology/IT,1,CURIUM(intrusion-set)
T1583.004,Server,Telecom,2,GALLIUM(intrusion-set); Earth Lusca(intrusion-set)
T1583.004,Server,Transportation/Logistics,3,Operation Wocao(campaign); Kimsuky(intrusion-set); CURIUM(intrusion-set)
T1583.005,Botnet,Education,1,HAFNIUM(intrusion-set)
T1583.005,Botnet,Energy/Utilities,1,Ke3chang(intrusion-set)
T1583.005,Botnet,Government/Public,3,HAFNIUM(intrusion-set); Ke3chang(intrusion-set); APT5(intrusion-set)
T1583.005,Botnet,Telecom,1,APT5(intrusion-set)
T1583.006,Web Services,Education,5,Kimsuky(intrusion-set); HAFNIUM(intrusion-set); Turla(intrusion-set); APT29(intrusion-set); Earth Lusca(intrusion-set)
T1583.006,Web Services,Energy/Utilities,3,Operation Sharpshooter(campaign); MuddyWater(intrusion-set); FIN7(intrusion-set)
T1583.006,Web Services,Finance,3,Operation Sharpshooter(campaign); FIN7(intrusion-set); Earth Lusca(intrusion-set)
T1583.006,Web Services,Government/Public,19,Operation Dream Job(campaign); Operation Sharpshooter(campaign); ArcaneDoor(campaign); APT17(intrusion-set); Kimsuky(intrusion-set)
T1583.006,Web Services,Healthcare,2,FIN7(intrusion-set); Turla(intrusion-set)
T1583.006,Web Services,Manufacturing/Industrial,4,Kimsuky(intrusion-set); TA2541(intrusion-set); POLONIUM(intrusion-set); APT29(intrusion-set)
T1583.006,Web Services,Retail/Consumer,3,Operation Sharpshooter(campaign); FIN7(intrusion-set); APT29(intrusion-set)
T1583.006,Web Services,Technology/IT,2,APT17(intrusion-set); POLONIUM(intrusion-set)
T1583.006,Web Services,Telecom,2,MuddyWater(intrusion-set); Earth Lusca(intrusion-set)
T1583.006,Web Services,Transportation/Logistics,7,Kimsuky(intrusion-set); FIN7(intrusion-set); TA2541(intrusion-set); APT29(intrusion-set); LazyScripter(intrusion-set)
T1583.007,Serverless,Retail/Consumer,1,APT41 DUST(campaign)
T1583.007,Serverless,Transportation/Logistics,1,APT41 DUST(campaign)
T1583.008,Malvertising,Finance,1,Mustard Tempest(intrusion-set)
T1584,Compromise Infrastructure,Energy/Utilities,1,Indian Critical Infrastructure Intrusions(campaign)
T1584,Compromise Infrastructure,Transportation/Logistics,1,Indian Critical Infrastructure Intrusions(campaign)
T1584.001,Domains,Education,2,C0021(campaign); Kimsuky(intrusion-set)
T1584.001,Domains,Energy/Utilities,3,C0021(campaign); C0010(campaign); Gootloader(malware)
T1584.001,Domains,Finance,2,Mustard Tempest(intrusion-set); Gootloader(malware)
T1584.001,Domains,Government/Public,10,Operation Dream Job(campaign); C0021(campaign); SolarWinds Compromise(campaign); C0010(campaign); SideCopy(intrusion-set)
T1584.001,Domains,Healthcare,3,C0021(campaign); C0010(campaign); Gootloader(malware)
T1584.001,Domains,Manufacturing/Industrial,2,SolarWinds Compromise(campaign); Kimsuky(intrusion-set)
T1584.001,Domains,Technology/IT,1,SolarWinds Compromise(campaign)
T1584.001,Domains,Telecom,1,SolarWinds Compromise(campaign)
T1584.001,Domains,Transportation/Logistics,3,SolarWinds Compromise(campaign); C0010(campaign); Kimsuky(intrusion-set)
T1584.002,DNS Server,Education,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Government/Public,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Healthcare,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Manufacturing/Industrial,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Technology/IT,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Telecom,1,LAPSUS$(intrusion-set)
T1584.002,DNS Server,Transportation/Logistics,1,Sea Turtle(intrusion-set)
T1584.003,Virtual Private Server,Education,1,Turla(intrusion-set)
T1584.003,Virtual Private Server,Government/Public,1,Turla(intrusion-set)
T1584.003,Virtual Private Server,Healthcare,1,Turla(intrusion-set)
T1584.003,Virtual Private Server,Retail/Consumer,1,Volt Typhoon(intrusion-set)
T1584.003,Virtual Private Server,Technology/IT,1,Volt Typhoon(intrusion-set)
T1584.004,Server,Education,2,Turla(intrusion-set); Earth Lusca(intrusion-set)
T1584.004,Server,Energy/Utilities,5,Operation Sharpshooter(campaign); Juicy Mix(campaign); Outer Space(campaign); Night Dragon(campaign); Sandworm Team(intrusion-set)
T1584.004,Server,Finance,4,Operation Sharpshooter(campaign); Night Dragon(campaign); Indrik Spider(intrusion-set); Earth Lusca(intrusion-set)
T1584.004,Server,Government/Public,8,Operation Dream Job(campaign); Operation Sharpshooter(campaign); Dragonfly(intrusion-set); Sandworm Team(intrusion-set); Leviathan(intrusion-set)
T1584.004,Server,Healthcare,2,Leviathan(intrusion-set); Turla(intrusion-set)
T1584.004,Server,Manufacturing/Industrial,4,Night Dragon(campaign); Dragonfly(intrusion-set); Leviathan(intrusion-set); Daggerfly(intrusion-set)
T1584.004,Server,Retail/Consumer,2,Operation Sharpshooter(campaign); Volt Typhoon(intrusion-set)
T1584.004,Server,Technology/IT,1,Volt Typhoon(intrusion-set)
T1584.004,Server,Telecom,2,Earth Lusca(intrusion-set); Daggerfly(intrusion-set)
T1584.004,Server,Transportation/Logistics,2,Leviathan(intrusion-set); Lazarus Group(intrusion-set)
T1584.005,Botnet,Education,1,HAFNIUM(intrusion-set)
T1584.005,Botnet,Energy/Utilities,1,Sandworm Team(intrusion-set)
T1584.005,Botnet,Government/Public,3,HAFNIUM(intrusion-set); Sandworm Team(intrusion-set); Axiom(intrusion-set)
T1584.005,Botnet,Manufacturing/Industrial,1,Axiom(intrusion-set)
T1584.005,Botnet,Retail/Consumer,1,Volt Typhoon(intrusion-set)
T1584.005,Botnet,Technology/IT,1,Volt Typhoon(intrusion-set)
T1584.005,Botnet,Transportation/Logistics,1,Axiom(intrusion-set)
T1584.006,Web Services,Education,2,Turla(intrusion-set); Earth Lusca(intrusion-set)
T1584.006,Web Services,Energy/Utilities,1,Gootloader(malware)
T1584.006,Web Services,Finance,2,Earth Lusca(intrusion-set); Gootloader(malware)
T1584.006,Web Services,Government/Public,4,Winter Vivern(intrusion-set); Turla(intrusion-set); Earth Lusca(intrusion-set); Gootloader(malware)
T1584.006,Web Services,Healthcare,2,Turla(intrusion-set); Gootloader(malware)
T1584.006,Web Services,Technology/IT,1,CURIUM(intrusion-set)
T1584.006,Web Services,Telecom,1,Earth Lusca(intrusion-set)
T1584.006,Web Services,Transportation/Logistics,1,CURIUM(intrusion-set)
T1584.008,Network Devices,Energy/Utilities,1,KV Botnet Activity(campaign)
T1584.008,Network Devices,Finance,1,Cutting Edge(campaign)
T1584.008,Network Devices,Government/Public,4,Cutting Edge(campaign); ZIRCONIUM(intrusion-set); Leviathan(intrusion-set); APT28(intrusion-set)
T1584.008,Network Devices,Healthcare,1,Leviathan(intrusion-set)
T1584.008,Network Devices,Manufacturing/Industrial,2,Cutting Edge(campaign); Leviathan(intrusion-set)
T1584.008,Network Devices,Retail/Consumer,1,Volt Typhoon(intrusion-set)
T1584.008,Network Devices,Technology/IT,2,Cutting Edge(campaign); Volt Typhoon(intrusion-set)
T1584.008,Network Devices,Telecom,3,KV Botnet Activity(campaign); Cutting Edge(campaign); Versa Director Zero Day Exploitation(campaign)
T1584.008,Network Devices,Transportation/Logistics,2,Leviathan(intrusion-set); APT28(intrusion-set)
T1585,Establish Accounts,Education,1,Kimsuky(intrusion-set)
T1585,Establish Accounts,Energy/Utilities,1,Fox Kitten(intrusion-set)
T1585,Establish Accounts,Government/Public,4,APT17(intrusion-set); Kimsuky(intrusion-set); Ember Bear(intrusion-set); Fox Kitten(intrusion-set)
T1585,Establish Accounts,Healthcare,1,Fox Kitten(intrusion-set)
T1585,Establish Accounts,Manufacturing/Industrial,2,Kimsuky(intrusion-set); Fox Kitten(intrusion-set)
T1585,Establish Accounts,Technology/IT,2,APT17(intrusion-set); Fox Kitten(intrusion-set)
T1585,Establish Accounts,Telecom,1,Ember Bear(intrusion-set)
T1585,Establish Accounts,Transportation/Logistics,1,Kimsuky(intrusion-set)
T1585.001,Social Media Accounts,Education,1,Kimsuky(intrusion-set)
T1585.001,Social Media Accounts,Energy/Utilities,3,Sandworm Team(intrusion-set); Fox Kitten(intrusion-set); HEXANE(intrusion-set)
T1585.001,Social Media Accounts,Finance,2,EXOTIC LILY(intrusion-set); Moonstone Sleet(intrusion-set)
T1585.001,Social Media Accounts,Government/Public,9,Operation Dream Job(campaign); Operation Ghost(campaign); Kimsuky(intrusion-set); APT32(intrusion-set); Sandworm Team(intrusion-set)
T1585.001,Social Media Accounts,Healthcare,3,EXOTIC LILY(intrusion-set); Leviathan(intrusion-set); Fox Kitten(intrusion-set)
T1585.001,Social Media Accounts,Manufacturing/Industrial,3,Kimsuky(intrusion-set); Leviathan(intrusion-set); Fox Kitten(intrusion-set)
T1585.001,Social Media Accounts,Technology/IT,2,CURIUM(intrusion-set); Fox Kitten(intrusion-set)
T1585.001,Social Media Accounts,Telecom,1,HEXANE(intrusion-set)
T1585.001,Social Media Accounts,Transportation/Logistics,4,Kimsuky(intrusion-set); CURIUM(intrusion-set); Leviathan(intrusion-set); Lazarus Group(intrusion-set)
T1585.002,Email Accounts,Education,1,Kimsuky(intrusion-set)
T1585.002,Email Accounts,Energy/Utilities,4,Operation Dust Storm(campaign); Operation Wocao(campaign); Sandworm Team(intrusion-set); HEXANE(intrusion-set)
T1585.002,Email Accounts,Finance,6,Operation Dust Storm(campaign); Operation Wocao(campaign); Indrik Spider(intrusion-set); EXOTIC LILY(intrusion-set); Wizard Spider(intrusion-set)
T1585.002,Email Accounts,Government/Public,12,Operation Dream Job(campaign); Operation Dust Storm(campaign); FunnyDream(campaign); Operation Wocao(campaign); Kimsuky(intrusion-set)
T1585.002,Email Accounts,Healthcare,3,EXOTIC LILY(intrusion-set); Leviathan(intrusion-set); Wizard Spider(intrusion-set)
T1585.002,Email Accounts,Manufacturing/Industrial,2,Kimsuky(intrusion-set); Leviathan(intrusion-set)
T1585.002,Email Accounts,Retail/Consumer,3,FunnyDream(campaign); Operation Wocao(campaign); Wizard Spider(intrusion-set)
T1585.002,Email Accounts,Technology/IT,1,CURIUM(intrusion-set)
T1585.002,Email Accounts,Telecom,1,HEXANE(intrusion-set)
T1585.002,Email Accounts,Transportation/Logistics,6,Operation Dust Storm(campaign); Operation Wocao(campaign); Kimsuky(intrusion-set); CURIUM(intrusion-set); Leviathan(intrusion-set)
T1585.003,Cloud Accounts,Energy/Utilities,1,Outer Space(campaign)
T1585.003,Cloud Accounts,Finance,1,Storm-1811(intrusion-set)
T1586.001,Social Media Accounts,Energy/Utilities,1,Sandworm Team(intrusion-set)
T1586.001,Social Media Accounts,Government/Public,2,Sandworm Team(intrusion-set); Leviathan(intrusion-set)
T1586.001,Social Media Accounts,Healthcare,1,Leviathan(intrusion-set)
