No,Technique_ID,Freq_Group,Freq_Campaign,Freq_Software,Freq_Total,Freq_BinScore,No_Mitigation_Flag,No_PCD_Flag,Applicable,Freq_Group_Pct,Freq_Campaign_Pct,Freq_Software_Pct,Freq_Total_Pct,Unnamed: 14,TID_root,Tactic_ID,Ito_Threat_Category,Step,Freq_Total_Pct_BIN5,Pi_freq,Detection_DataSources_Count,Detection_DataSources_List
381,T1055.013,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,2,File: File Metadata; Process: OS API Execution
382,T1059.009,2,0,1,3,2,0,1,0,0.049,0,0.01,0.02,,T1059,execution,Secondary Intrusion,S3,2,0.36,1,Command: Command Execution
383,T1092,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1092,command-and-control,Secondary Intrusion,S3,2,0.36,2,Drive: Drive Creation; Drive: Drive Access
384,T1098.001,0,2,1,3,2,0,0,1,0,0.222,0.01,0.02,,T1098,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,3,User Account: User Account Modification; Active Directory: Active Directory Object Creation; Active Directory: Active Directory Object Modification
385,T1127.001,0,1,2,3,2,0,1,0,0,0.111,0.02,0.02,,T1127,defense-evasion,Secondary Action,S2,2,0.36,2,Command: Command Execution; Process: Process Creation
386,T1136.003,2,0,1,3,2,0,0,1,0.049,0,0.01,0.02,,T1136,persistence,Secondary Action,S2,2,0.36,1,User Account: User Account Creation
387,T1137.001,1,0,2,3,2,0,0,1,0.025,0,0.02,0.02,,T1137,persistence,Secondary Action,S2,2,0.36,6,File: File Creation; Windows Registry: Windows Registry Key Modification; Command: Command Execution; Process: Process Creation; Windows Registry: Windows Registry Key Creation; File: File Modification
388,T1187,2,0,1,3,2,0,1,0,0.049,0,0.01,0.02,,T1187,credential-access,Secondary Intrusion,S3,2,0.36,5,File: File Access; Network Traffic: Network Traffic Flow; File: File Modification; File: File Creation; Network Traffic: Network Traffic Content
389,T1205.002,0,0,3,3,2,0,0,1,0,0,0.03,0.02,,T1205,"command-and-control, defense-evasion, persistence",Secondary Intrusion,S3,2,0.36,2,Process: Process Creation; Network Traffic: Network Connection Creation
390,T1213.005,3,0,0,3,2,0,0,1,0.074,0,0,0.02,,T1213,collection,Secondary Action,S2,2,0.36,1,Application Log: Application Log Content
391,T1218.008,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1218,defense-evasion,Secondary Action,S2,2,0.36,3,Command: Command Execution; Process: Process Creation; Module: Module Load
392,T1484.002,1,1,1,3,2,0,1,0,0.025,0.111,0.01,0.02,,T1484,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,4,Command: Command Execution; Application Log: Application Log Content; Active Directory: Active Directory Object Modification; Active Directory: Active Directory Object Creation
393,T1498,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1498,impact,Final Impact,S4,2,0.36,2,Network Traffic: Network Traffic Flow; Sensor Health: Host Status
394,T1499,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1499,impact,Final Impact,S4,2,0.36,4,Application Log: Application Log Content; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Sensor Health: Host Status
395,T1526,0,0,3,3,2,1,0,1,0,0,0.03,0.02,,T1526,discovery,Secondary Action,S2,2,0.36,2,Cloud Service: Cloud Service Enumeration; Logon Session: Logon Session Creation
396,T1542.001,0,0,3,3,2,0,0,1,0,0,0.03,0.02,,T1542,"defense-evasion, persistence",Secondary Action,S2,2,0.36,1,Firmware: Firmware Modification
397,T1546.012,0,1,2,3,2,1,0,1,0,0.111,0.02,0.02,,T1546,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,3,Command: Command Execution; Windows Registry: Windows Registry Key Modification; Process: Process Creation
398,T1547.005,0,0,3,3,2,0,0,1,0,0,0.03,0.02,,T1547,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,3,Command: Command Execution; Module: Module Load; Windows Registry: Windows Registry Key Modification
399,T1547.006,0,1,2,3,2,0,0,1,0,0.111,0.02,0.02,,T1547,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,5,Command: Command Execution; File: File Creation; File: File Modification; Kernel: Kernel Module Load; Process: Process Creation
400,T1547.012,1,0,2,3,2,0,0,1,0.025,0,0.02,0.02,,T1547,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,5,Windows Registry: Windows Registry Key Modification; File: File Creation; Driver: Driver Load; Module: Module Load; Process: OS API Execution
401,T1547.015,0,0,3,3,2,1,0,1,0,0,0.03,0.02,,T1547,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,3,Process: Process Creation; File: File Creation; File: File Modification
402,T1548.003,0,0,3,3,2,0,1,0,0,0,0.03,0.02,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,4,File: File Modification; Command: Command Execution; Process: Process Creation; Process: Process Metadata
403,T1552.005,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1552,credential-access,Secondary Intrusion,S3,2,0.36,1,User Account: User Account Authentication
404,T1556.002,2,0,1,3,2,0,0,1,0.049,0,0.01,0.02,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,3,Windows Registry: Windows Registry Key Modification; File: File Creation; Module: Module Load
405,T1556.006,1,0,2,3,2,0,0,1,0.025,0,0.02,0.02,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,5,Logon Session: Logon Session Creation; Application Log: Application Log Content; Active Directory: Active Directory Object Modification; User Account: User Account Authentication; User Account: User Account Modification
406,T1562.010,0,1,2,3,2,0,1,0,0,0.111,0.02,0.02,,T1562,defense-evasion,Secondary Action,S2,2,0.36,3,Command: Command Execution; Process: Process Creation; Process: Process Metadata
407,T1564.002,2,0,1,3,2,0,1,0,0.049,0,0.01,0.02,,T1564,defense-evasion,Secondary Action,S2,2,0.36,6,File: File Modification; User Account: User Account Creation; Windows Registry: Windows Registry Key Modification; Process: Process Creation; Command: Command Execution; User Account: User Account Metadata
408,T1564.006,0,0,3,3,2,0,1,0,0,0,0.03,0.02,,T1564,defense-evasion,Secondary Action,S2,2,0.36,6,Windows Registry: Windows Registry Key Modification; Image: Image Metadata; Service: Service Creation; Process: Process Creation; File: File Creation; Command: Command Execution
409,T1565.001,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1565,impact,Final Impact,S4,2,0.36,3,File: File Modification; File: File Creation; File: File Deletion
410,T1574.007,0,0,3,3,2,0,0,1,0,0,0.03,0.02,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,2,0.36,3,File: File Creation; Windows Registry: Windows Registry Key Modification; Process: Process Creation
411,T1578.002,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1578,defense-evasion,Secondary Action,S2,2,0.36,2,Instance: Instance Creation; Instance: Instance Metadata
412,T1583.002,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1583,resource-development,Preparation,S0,2,0.36,0,
413,T1583.005,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1583,resource-development,Preparation,S0,2,0.36,0,
414,T1584.003,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1584,resource-development,Preparation,S0,2,0.36,2,Internet Scan: Response Content; Internet Scan: Response Metadata
415,T1588.006,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1588,resource-development,Preparation,S0,2,0.36,0,
416,T1589.003,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1589,reconnaissance,Preparation,S0,2,0.36,0,
417,T1590,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1590,reconnaissance,Preparation,S0,2,0.36,0,
418,T1590.004,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1590,reconnaissance,Preparation,S0,2,0.36,0,
419,T1590.005,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1590,reconnaissance,Preparation,S0,2,0.36,0,
420,T1591.002,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1591,reconnaissance,Preparation,S0,2,0.36,0,
421,T1592.002,3,0,0,3,2,0,1,0,0.074,0,0,0.02,,T1592,reconnaissance,Preparation,S0,2,0.36,1,Internet Scan: Response Content
422,T1593.001,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1593,reconnaissance,Preparation,S0,2,0.36,0,
423,T1596.005,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1596,reconnaissance,Preparation,S0,2,0.36,0,
424,T1598.004,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1598,reconnaissance,Preparation,S0,2,0.36,1,Application Log: Application Log Content
425,T1608.002,1,2,0,3,2,0,1,0,0.025,0.222,0,0.02,,T1608,resource-development,Preparation,S0,2,0.36,1,Internet Scan: Response Content
426,T1613,1,0,2,3,2,0,0,1,0.025,0,0.02,0.02,,T1613,discovery,Secondary Action,S2,2,0.36,2,Pod: Pod Enumeration; Container: Container Enumeration
427,T1649,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1649,credential-access,Secondary Intrusion,S3,2,0.36,7,Command: Command Execution; Application Log: Application Log Content; Active Directory: Active Directory Credential Request; Active Directory: Active Directory Object Modification; Windows Registry: Windows Registry Key Access; File: File Access; Logon Session: Logon Session Creation
428,T1651,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1651,execution,Secondary Intrusion,S3,2,0.36,3,Command: Command Execution; Process: Process Creation; Script: Script Execution
429,T1652,0,0,3,3,2,1,0,1,0,0,0.03,0.02,,T1652,discovery,Secondary Action,S2,2,0.36,4,Command: Command Execution; Process: Process Creation; Process: OS API Execution; Windows Registry: Windows Registry Key Access
430,T1653,0,1,2,3,2,0,0,1,0,0.111,0.02,0.02,,T1653,persistence,Secondary Action,S2,2,0.36,2,File: File Modification; Command: Command Execution
431,T1003.008,0,1,1,2,2,0,1,0,0,0.111,0.01,0.013,,T1003,credential-access,Secondary Intrusion,S3,2,0.36,2,File: File Access; Command: Command Execution
432,T1027.008,0,0,2,2,2,1,1,0,0,0,0.02,0.013,,T1027,defense-evasion,Secondary Action,S2,2,0.36,1,File: File Metadata
433,T1036.006,1,0,1,2,2,1,1,0,0.025,0,0.01,0.013,,T1036,defense-evasion,Secondary Action,S2,2,0.36,1,File: File Metadata
434,T1055.011,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,1,Process: OS API Execution
435,T1059.012,0,0,2,2,2,1,1,0,0,0,0.02,0.013,,T1059,execution,Secondary Intrusion,S3,2,0.36,1,Command: Command Execution
436,T1070.007,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1070,defense-evasion,Secondary Action,S2,2,0.36,5,Process: Process Creation; Windows Registry: Windows Registry Key Modification; Command: Command Execution; Firewall: Firewall Rule Modification; File: File Modification
437,T1110.004,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1110,credential-access,Secondary Intrusion,S3,2,0.36,2,Application Log: Application Log Content; User Account: User Account Authentication
438,T1134.005,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,3,Active Directory: Active Directory Object Modification; Process: OS API Execution; User Account: User Account Metadata
439,T1137,2,0,0,2,2,0,0,1,0.049,0,0,0.013,,T1137,persistence,Secondary Action,S2,2,0.36,8,File: File Creation; Application Log: Application Log Content; Windows Registry: Windows Registry Key Modification; File: File Modification; Module: Module Load; Process: Process Creation; Windows Registry: Windows Registry Key Creation; Command: Command Execution
440,T1137.004,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1137,persistence,Secondary Action,S2,2,0.36,3,Application Log: Application Log Content; Command: Command Execution; Process: Process Creation
441,T1211,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1211,defense-evasion,Secondary Action,S2,2,0.36,2,Application Log: Application Log Content; Process: Process Creation
442,T1218,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1218,defense-evasion,Secondary Action,S2,2,0.36,7,Network Traffic: Network Connection Creation; Windows Registry: Windows Registry Key Modification; Module: Module Load; File: File Creation; Process: OS API Execution; Process: Process Creation; Command: Command Execution
443,T1218.002,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1218,defense-evasion,Secondary Action,S2,2,0.36,6,File: File Creation; Module: Module Load; Windows Registry: Windows Registry Key Modification; Command: Command Execution; Process: OS API Execution; Process: Process Creation
444,T1491.002,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1491,impact,Final Impact,S4,2,0.36,4,Application Log: Application Log Content; File: File Modification; File: File Creation; Network Traffic: Network Traffic Content
445,T1495,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1495,impact,Final Impact,S4,2,0.36,1,Firmware: Firmware Modification
446,T1505.001,0,1,1,2,2,0,0,1,0,0.111,0.01,0.013,,T1505,persistence,Secondary Action,S2,2,0.36,1,Application Log: Application Log Content
447,T1537,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1537,exfiltration,Final Impact,S4,2,0.36,8,Cloud Storage: Cloud Storage Modification; Snapshot: Snapshot Creation; Snapshot: Snapshot Modification; Cloud Storage: Cloud Storage Metadata; Snapshot: Snapshot Metadata; Application Log: Application Log Content; Network Traffic: Network Traffic Content; Cloud Storage: Cloud Storage Creation
448,T1542.002,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1542,"defense-evasion, persistence",Secondary Action,S2,2,0.36,3,Firmware: Firmware Modification; Process: OS API Execution; Driver: Driver Metadata
449,T1546.001,1,0,1,2,2,1,0,1,0.025,0,0.01,0.013,,T1546,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,3,Process: Process Creation; Command: Command Execution; Windows Registry: Windows Registry Key Modification
450,T1547.008,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1547,"persistence, privilege-escalation",Secondary Action,S2,2,0.36,4,Module: Module Load; File: File Creation; Driver: Driver Load; File: File Modification
451,T1548.001,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,2,0.36,3,Command: Command Execution; File: File Metadata; File: File Modification
452,T1550,0,1,1,2,2,0,1,0,0,0.111,0.01,0.013,,T1550,"defense-evasion, lateral-movement",Secondary Action,S2,2,0.36,5,Application Log: Application Log Content; Logon Session: Logon Session Creation; Active Directory: Active Directory Credential Request; Web Credential: Web Credential Usage; User Account: User Account Authentication
453,T1550.004,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1550,"defense-evasion, lateral-movement",Secondary Action,S2,2,0.36,2,Application Log: Application Log Content; Web Credential: Web Credential Usage
454,T1555.006,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1555,credential-access,Secondary Intrusion,S3,2,0.36,1,Cloud Service: Cloud Service Enumeration
455,T1556.001,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,4,Logon Session: Logon Session Creation; Process: Process Access; File: File Modification; Process: OS API Execution
456,T1556.003,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,2,File: File Modification; Logon Session: Logon Session Creation
457,T1556.004,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,1,File: File Modification
458,T1556.007,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,2,0.36,4,File: File Modification; Module: Module Load; Application Log: Application Log Content; Logon Session: Logon Session Creation
459,T1557.002,2,0,0,2,2,0,0,1,0.049,0,0,0.013,,T1557,"collection, credential-access",Secondary Action,S2,2,0.36,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
460,T1562.008,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1562,defense-evasion,Secondary Action,S2,2,0.36,3,Cloud Service: Cloud Service Modification; User Account: User Account Modification; Cloud Service: Cloud Service Disable
461,T1563.002,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1563,lateral-movement,Secondary Action,S2,2,0.36,5,Logon Session: Logon Session Creation; Process: Process Creation; Command: Command Execution; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
462,T1564.008,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1564,defense-evasion,Secondary Action,S2,2,0.36,3,Command: Command Execution; Application Log: Application Log Content; File: File Modification
463,T1564.009,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1564,defense-evasion,Secondary Action,S2,2,0.36,4,File: File Metadata; Process: Process Creation; Command: Command Execution; File: File Creation
464,T1564.010,0,0,2,2,2,1,1,0,0,0,0.02,0.013,,T1564,defense-evasion,Secondary Action,S2,2,0.36,1,Process: Process Creation
465,T1566.004,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1566,initial-access,Initial Access,S1,2,0.36,1,Application Log: Application Log Content
466,T1574.008,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,2,0.36,3,Process: Process Creation; File: File Modification; File: File Creation
467,T1574.009,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,2,0.36,3,File: File Modification; File: File Creation; Process: Process Creation
468,T1574.012,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,2,0.36,4,Process: Process Creation; Windows Registry: Windows Registry Key Modification; Module: Module Load; Command: Command Execution
469,T1574.013,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,2,0.36,1,Process: OS API Execution
470,T1580,1,0,1,2,2,0,0,1,0.025,0,0.01,0.013,,T1580,discovery,Secondary Action,S2,2,0.36,4,Instance: Instance Enumeration; Cloud Storage: Cloud Storage Enumeration; Volume: Volume Enumeration; Snapshot: Snapshot Enumeration
471,T1583.008,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1583,resource-development,Preparation,S0,2,0.36,1,Internet Scan: Response Content
472,T1584,0,2,0,2,2,0,1,0,0,0.222,0,0.013,,T1584,resource-development,Preparation,S0,2,0.36,5,Internet Scan: Response Content; Domain Name: Domain Registration; Domain Name: Active DNS; Domain Name: Passive DNS; Internet Scan: Response Metadata
473,T1584.002,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1584,resource-development,Preparation,S0,2,0.36,2,Domain Name: Active DNS; Domain Name: Passive DNS
474,T1585.003,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1585,resource-development,Preparation,S0,2,0.36,0,
475,T1586.001,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1586,resource-development,Preparation,S0,2,0.36,2,Persona: Social Media; Network Traffic: Network Traffic Content
476,T1586.003,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1586,resource-development,Preparation,S0,2,0.36,0,
477,T1587,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1587,resource-development,Preparation,S0,2,0.36,3,Malware Repository: Malware Content; Malware Repository: Malware Metadata; Internet Scan: Response Content
478,T1587.004,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1587,resource-development,Preparation,S0,2,0.36,0,
479,T1588.005,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1588,resource-development,Preparation,S0,2,0.36,0,
480,T1590.001,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1590,reconnaissance,Preparation,S0,2,0.36,0,
481,T1593.002,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1593,reconnaissance,Preparation,S0,2,0.36,0,
482,T1593.003,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1593,reconnaissance,Preparation,S0,2,0.36,0,
483,T1595.001,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1595,reconnaissance,Preparation,S0,2,0.36,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
484,T1595.003,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1595,reconnaissance,Preparation,S0,2,0.36,1,Network Traffic: Network Traffic Content
485,T1596,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1596,reconnaissance,Preparation,S0,2,0.36,0,
486,T1599,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1599,defense-evasion,Secondary Action,S2,2,0.36,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
487,T1606.002,0,1,1,2,2,0,1,0,0,0.111,0.01,0.013,,T1606,credential-access,Secondary Intrusion,S3,2,0.36,6,Web Credential: Web Credential Usage; Web Credential: Web Credential Creation; Logon Session: Logon Session Creation; User Account: User Account Authentication; Logon Session: Logon Session Metadata; Process: Process Creation
488,T1608.005,2,0,0,2,2,0,1,0,0.049,0,0,0.013,,T1608,resource-development,Preparation,S0,2,0.36,1,Internet Scan: Response Content
489,T1619,0,0,2,2,2,0,0,1,0,0,0.02,0.013,,T1619,discovery,Secondary Action,S2,2,0.36,2,Cloud Storage: Cloud Storage Access; Cloud Storage: Cloud Storage Enumeration
490,T1647,0,0,2,2,2,0,1,0,0,0,0.02,0.013,,T1647,defense-evasion,Secondary Action,S2,2,0.36,3,Command: Command Execution; Process: Process Creation; File: File Modification
491,T1659,1,0,1,2,2,0,1,0,0.025,0,0.01,0.013,,T1659,"command-and-control, initial-access",Secondary Intrusion,S3,2,0.36,3,Network Traffic: Network Traffic Content; Process: Process Creation; File: File Creation
492,T1669,1,1,0,2,2,0,1,0,0.025,0.111,0,0.013,,T1669,initial-access,Initial Access,S1,2,0.36,3,Network Traffic: Network Traffic Flow; Network Traffic: Network Connection Creation; Firewall: Firewall Rule Modification
493,T1011.001,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1011,exfiltration,Final Impact,S4,1,0.18,5,Network Traffic: Network Traffic Flow; Command: Command Execution; File: File Access; Network Traffic: Network Traffic Content; Network Traffic: Network Connection Creation
494,T1027.014,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1027,defense-evasion,Secondary Action,S2,1,0.18,3,Application Log: Application Log Content; File: File Creation; File: File Metadata
495,T1036.009,0,0,1,1,1,1,1,0,0,0,0.01,0.007,,T1036,defense-evasion,Secondary Action,S2,1,0.18,2,Process: OS API Execution; Process: Process Creation
496,T1036.011,0,0,1,1,1,1,1,0,0,0,0.01,0.007,,T1036,defense-evasion,Secondary Action,S2,1,0.18,1,Process: Process Metadata
497,T1037.005,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1037,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,Command: Command Execution; File: File Creation; Process: Process Creation; File: File Modification
498,T1055.005,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,3,Process: Process Modification; Process: Process Access; Process: OS API Execution
499,T1055.008,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,3,Process: OS API Execution; Process: Process Access; Process: Process Modification
500,T1055.009,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,1,File: File Modification
501,T1055.015,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,2,Process: Process Modification; Process: OS API Execution
502,T1059.008,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1059,execution,Secondary Intrusion,S3,1,0.18,1,Command: Command Execution
503,T1071.005,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1071,command-and-control,Secondary Intrusion,S3,1,0.18,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
504,T1137.002,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1137,persistence,Secondary Action,S2,1,0.18,7,Windows Registry: Windows Registry Key Creation; Command: Command Execution; File: File Modification; Windows Registry: Windows Registry Key Modification; File: File Creation; Process: Process Creation; Module: Module Load
505,T1137.003,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1137,persistence,Secondary Action,S2,1,0.18,3,Application Log: Application Log Content; Command: Command Execution; Process: Process Creation
506,T1137.005,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1137,persistence,Secondary Action,S2,1,0.18,3,Process: Process Creation; Application Log: Application Log Content; Command: Command Execution
507,T1195.001,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1195,initial-access,Initial Access,S1,1,0.18,1,File: File Metadata
508,T1200,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1200,initial-access,Initial Access,S1,1,0.18,3,Network Traffic: Network Traffic Flow; Drive: Drive Creation; Application Log: Application Log Content
509,T1204.003,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1204,execution,Secondary Intrusion,S3,1,0.18,7,Application Log: Application Log Content; Command: Command Execution; Image: Image Creation; Container: Container Start; Container: Container Creation; Instance: Instance Start; Instance: Instance Creation
510,T1207,0,0,1,1,1,1,1,0,0,0,0.01,0.007,,T1207,defense-evasion,Secondary Action,S2,1,0.18,4,Active Directory: Active Directory Object Modification; Network Traffic: Network Traffic Content; User Account: User Account Authentication; Active Directory: Active Directory Object Creation
511,T1212,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1212,credential-access,Secondary Intrusion,S3,1,0.18,3,User Account: User Account Authentication; Process: Process Creation; Application Log: Application Log Content
512,T1213.001,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1213,collection,Secondary Action,S2,1,0.18,2,Logon Session: Logon Session Creation; Application Log: Application Log Content
513,T1216.001,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1216,defense-evasion,Secondary Action,S2,1,0.18,3,Process: Process Creation; Command: Command Execution; Script: Script Execution
514,T1218.009,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1218,defense-evasion,Secondary Action,S2,1,0.18,2,Command: Command Execution; Process: Process Creation
515,T1218.012,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1218,defense-evasion,Secondary Action,S2,1,0.18,2,Command: Command Execution; Process: Process Creation
516,T1218.014,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1218,defense-evasion,Secondary Action,S2,1,0.18,3,Command: Command Execution; File: File Creation; Process: Process Creation
517,T1218.015,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1218,defense-evasion,Secondary Action,S2,1,0.18,2,Command: Command Execution; Process: Process Creation
518,T1499.004,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1499,impact,Final Impact,S4,1,0.18,4,Application Log: Application Log Content; Sensor Health: Host Status; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
519,T1505.002,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1505,persistence,Secondary Action,S2,1,0.18,2,File: File Creation; Application Log: Application Log Content
520,T1538,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1538,discovery,Secondary Action,S2,1,0.18,2,Logon Session: Logon Session Creation; User Account: User Account Authentication
521,T1546.002,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,5,File: File Modification; File: File Creation; Command: Command Execution; Process: Process Creation; Windows Registry: Windows Registry Key Modification
